population,Data Zone
906,S01004876
692,S01004877
815,S01004878
634,S01004879
777,S01004880
754,S01004881
589,S01004882
"2,306",S01004883
562,S01004884
516,S01004885
873,S01004886
449,S01004887
642,S01004888
776,S01004889
775,S01004890
961,S01004891
666,S01004892
723,S01004893
797,S01004894
835,S01004895
861,S01004896
576,S01004897
906,S01004898
745,S01004899
939,S01004900
739,S01004901
656,S01004902
568,S01004903
825,S01004904
976,S01004905
799,S01004906
800,S01004907
607,S01004908
751,S01004909
817,S01004910
907,S01004911
715,S01004912
603,S01004913
660,S01004914
665,S01004915
697,S01004916
589,S01004917
641,S01004918
746,S01004919
867,S01004920
632,S01004921
652,S01004922
931,S01004923
777,S01004924
564,S01004925
878,S01004926
837,S01004927
"1,660",S01004928
643,S01004929
570,S01004930
954,S01004931
738,S01004932
842,S01004933
750,S01004934
565,S01004935
"1,027",S01004936
559,S01004937
708,S01004938
563,S01004939
509,S01004940
576,S01004941
889,S01004942
"1,065",S01004943
484,S01004944
747,S01004945
735,S01004946
782,S01004947
538,S01004948
706,S01004949
897,S01004950
662,S01004951
"1,081",S01004952
775,S01004953
676,S01004954
558,S01004955
858,S01004956
871,S01004957
"1,253",S01004958
676,S01004959
513,S01004960
648,S01004961
711,S01004962
703,S01004963
"1,107",S01004964
968,S01004965
"1,000",S01004966
769,S01004967
586,S01004968
908,S01004969
799,S01004970
993,S01004971
797,S01004972
949,S01004973
"1,224",S01004974
788,S01004975
974,S01004976
971,S01004977
"1,044",S01004978
857,S01004979
987,S01004980
"1,082",S01004981
663,S01004982
951,S01004983
837,S01004984
893,S01004985
756,S01004986
512,S01004987
531,S01004988
820,S01004989
594,S01004990
609,S01004991
815,S01004992
688,S01004993
777,S01004994
"1,049",S01004995
717,S01004996
951,S01004997
"1,235",S01004998
930,S01004999
551,S01005000
"1,268",S01005001
870,S01005002
"1,082",S01005003
941,S01005004
969,S01005005
782,S01005006
833,S01005007
"1,379",S01005008
"1,029",S01005009
697,S01005010
883,S01005011
885,S01005012
808,S01005013
905,S01005014
548,S01005015
920,S01005016
734,S01005017
566,S01005018
"1,239",S01005019
855,S01005020
860,S01005021
688,S01005022
897,S01005023
928,S01005024
698,S01005025
678,S01005026
768,S01005027
891,S01005028
989,S01005029
"1,025",S01005030
671,S01005031
886,S01005032
754,S01005033
751,S01005034
"1,025",S01005035
652,S01005036
"1,097",S01005037
806,S01005038
"1,062",S01005039
"1,089",S01005040
718,S01005041
790,S01005042
748,S01005043
952,S01005044
983,S01005045
"1,268",S01005046
"1,495",S01005047
621,S01005048
815,S01005049
878,S01005050
825,S01005051
957,S01005052
886,S01005053
612,S01005054
821,S01005055
780,S01005056
661,S01005057
994,S01005058
515,S01005059
717,S01005060
"1,123",S01005061
473,S01005062
538,S01005063
771,S01005064
"1,309",S01005065
793,S01005066
786,S01005067
639,S01005068
617,S01005069
"1,126",S01005070
195,S01005071
602,S01005072
725,S01005073
"1,276",S01005074
584,S01005075
712,S01005076
"1,090",S01005077
708,S01005078
645,S01005079
489,S01005080
650,S01005081
650,S01005082
973,S01005083
624,S01005084
531,S01005085
"1,708",S01005086
498,S01005087
668,S01005088
729,S01005089
843,S01005090
619,S01005091
654,S01005092
682,S01005093
868,S01005094
"1,657",S01005095
782,S01005096
855,S01005097
770,S01005098
769,S01005099
894,S01005100
961,S01005101
932,S01005102
"1,222",S01005103
"1,092",S01005104
833,S01005105
498,S01005106
558,S01005107
650,S01005108
"1,468",S01005109
"1,067",S01005110
581,S01005111
841,S01005112
992,S01005113
977,S01005114
"1,047",S01005115
616,S01005116
"1,030",S01005117
773,S01005118
788,S01005119
660,S01005120
"1,082",S01005121
875,S01005122
775,S01005123
705,S01005124
834,S01005125
619,S01005126
646,S01005127
977,S01005128
926,S01005129
627,S01005130
"1,009",S01005131
755,S01005132
425,S01005133
997,S01005134
756,S01005135
820,S01005136
882,S01005137
"1,125",S01005138
677,S01005139
564,S01005140
884,S01005141
646,S01005142
"1,018",S01005143
"1,295",S01005144
739,S01005145
759,S01005146
923,S01005147
884,S01005148
583,S01005149
668,S01005150
663,S01005151
"1,651",S01005152
882,S01005153
596,S01005154
684,S01005155
667,S01005156
823,S01005157
673,S01005158
898,S01005159
"1,026",S01005160
"1,056",S01005161
932,S01005162
613,S01005163
873,S01005164
710,S01005165
990,S01005166
629,S01005167
734,S01005168
576,S01005169
759,S01005170
884,S01005171
"1,783",S01005172
686,S01005173
661,S01005174
821,S01005175
619,S01005176
796,S01005177
900,S01005178
935,S01005179
812,S01005180
894,S01005181
741,S01005182
815,S01005183
845,S01005184
491,S01005185
753,S01005186
975,S01005187
879,S01005188
879,S01005189
893,S01005190
890,S01005191
"1,089",S01005192
780,S01005193
582,S01005194
899,S01005195
822,S01005196
685,S01005197
813,S01005198
741,S01005199
529,S01005200
891,S01005201
871,S01005202
842,S01005203
486,S01005204
"1,127",S01005205
914,S01005206
881,S01005207
578,S01005208
857,S01005209
915,S01005210
688,S01005211
583,S01005212
905,S01005213
921,S01005214
939,S01005215
717,S01005216
997,S01005217
905,S01005218
"1,042",S01005219
657,S01005220
618,S01005221
539,S01005222
708,S01005223
699,S01005224
920,S01005225
499,S01005226
"1,018",S01005227
"1,076",S01005228
"1,118",S01005229
794,S01005230
741,S01005231
"1,118",S01005232
748,S01005233
"1,337",S01005234
719,S01005235
"1,145",S01005236
956,S01005237
794,S01005238
991,S01005239
797,S01005240
944,S01005241
"1,058",S01005242
"1,082",S01005243
962,S01005244
809,S01005245
812,S01005246
679,S01005247
707,S01005248
990,S01005249
842,S01005250
820,S01005251
460,S01005252
562,S01005253
826,S01005254
675,S01005255
812,S01005256
958,S01005257
969,S01005258
610,S01005259
603,S01005260
586,S01005261
"1,039",S01005262
546,S01005263
620,S01005264
449,S01005265
833,S01005266
"1,043",S01005267
"1,269",S01005268
849,S01005269
"1,027",S01005270
532,S01005271
519,S01005272
762,S01005273
746,S01005274
536,S01005275
717,S01005276
589,S01005277
797,S01005278
534,S01005279
702,S01005280
825,S01005281
726,S01005282
757,S01005283
658,S01005284
677,S01005285
730,S01005286
"1,079",S01005287
783,S01005288
"1,121",S01005289
611,S01005290
681,S01005291
768,S01005292
720,S01005293
594,S01005294
589,S01005295
795,S01005296
689,S01005297
"1,073",S01005298
468,S01005299
928,S01005300
849,S01005301
923,S01005302
823,S01005303
674,S01005304
761,S01005305
993,S01005306
945,S01005307
490,S01005308
877,S01005309
968,S01005310
837,S01005311
"1,211",S01005312
803,S01005313
450,S01005314
965,S01005315
843,S01005316
482,S01005317
567,S01005318
601,S01005319
650,S01005320
576,S01005321
"1,861",S01005322
664,S01005323
849,S01005324
"2,636",S01005325
915,S01005326
582,S01005327
740,S01005328
670,S01005329
715,S01005330
641,S01005331
581,S01005332
759,S01005333
"1,176",S01005334
484,S01005335
592,S01005336
826,S01005337
549,S01005338
760,S01005339
552,S01005340
659,S01005341
723,S01005342
940,S01005343
694,S01005344
744,S01005345
763,S01005346
676,S01005347
920,S01005348
850,S01005349
694,S01005350
"1,397",S01005351
925,S01005352
"1,021",S01005353
806,S01005354
891,S01005355
664,S01005356
761,S01005357
786,S01005358
810,S01005359
771,S01005360
905,S01005361
770,S01005362
714,S01005363
950,S01005364
880,S01005365
666,S01005366
780,S01005367
692,S01005368
895,S01005369
822,S01005370
913,S01005371
809,S01005372
744,S01005373
860,S01005374
938,S01005375
914,S01005376
835,S01005377
736,S01005378
920,S01005379
682,S01005380
656,S01005381
834,S01005382
647,S01005383
976,S01005384
957,S01005385
625,S01005386
889,S01005387
747,S01005388
752,S01005389
835,S01005390
736,S01005391
885,S01005392
"1,001",S01005393
882,S01005394
"1,049",S01005395
727,S01005396
569,S01005397
947,S01005398
926,S01005399
"1,008",S01005400
879,S01005401
"1,006",S01005402
842,S01005403
966,S01005404
524,S01005405
514,S01005406
"1,475",S01005407
650,S01005408
653,S01005409
"1,100",S01005410
971,S01005411
"1,005",S01005412
882,S01005413
"1,026",S01005414
870,S01005415
988,S01005416
"1,257",S01005417
"1,195",S01005418
665,S01005419
778,S01005420
819,S01005421
919,S01005422
985,S01005423
865,S01005424
907,S01005425
775,S01005426
744,S01005427
"1,012",S01005428
672,S01005429
546,S01005430
737,S01005431
698,S01005432
779,S01005433
829,S01005434
"1,095",S01005435
984,S01005436
898,S01005437
763,S01005438
714,S01005439
"1,422",S01005440
"1,029",S01005441
"2,285",S01005442
"1,122",S01005443
"1,425",S01005444
994,S01005445
780,S01005446
915,S01005447
859,S01005448
"1,069",S01005449
"1,033",S01005450
957,S01005451
923,S01005452
831,S01005453
908,S01005454
831,S01005455
861,S01005456
893,S01005457
761,S01005458
879,S01005459
882,S01005460
808,S01005461
"1,057",S01005462
604,S01005463
641,S01005464
632,S01005465
"1,172",S01005466
498,S01005467
976,S01005468
905,S01005469
664,S01005470
796,S01005471
"1,490",S01005472
999,S01005473
855,S01005474
940,S01005475
"1,108",S01005476
847,S01005477
742,S01005478
619,S01005479
"1,169",S01005480
633,S01005481
683,S01005482
"1,065",S01005483
562,S01005484
805,S01005485
819,S01005486
727,S01005487
801,S01005488
962,S01005489
560,S01005490
917,S01005491
914,S01005492
718,S01005493
946,S01005494
769,S01005495
"1,006",S01005496
907,S01005497
874,S01005498
654,S01005499
708,S01005500
"1,099",S01005501
818,S01005502
586,S01005503
695,S01005504
654,S01005505
836,S01005506
567,S01005507
659,S01005508
773,S01005509
776,S01005510
659,S01005511
703,S01005512
836,S01005513
629,S01005514
604,S01005515
558,S01005516
896,S01005517
"1,066",S01005518
648,S01005519
972,S01005520
670,S01005521
579,S01005522
787,S01005523
853,S01005524
643,S01005525
659,S01005526
471,S01005527
564,S01005528
945,S01005529
593,S01005530
578,S01005531
864,S01005532
678,S01005533
568,S01005534
822,S01005535
848,S01005536
745,S01005537
791,S01005538
844,S01005539
731,S01005540
640,S01005541
719,S01005542
751,S01005543
723,S01005544
"1,230",S01005545
785,S01005546
"1,060",S01005547
"1,399",S01005548
"1,549",S01005549
632,S01005550
797,S01005551
790,S01005552
820,S01005553
656,S01005554
842,S01005555
587,S01005556
653,S01005557
716,S01005558
614,S01005559
559,S01005560
785,S01005561
934,S01005562
734,S01005563
852,S01005564
532,S01005565
495,S01005566
968,S01005567
509,S01005568
741,S01005569
761,S01005570
663,S01005571
770,S01005572
699,S01005573
865,S01005574
682,S01005575
773,S01005576
845,S01005577
948,S01005578
953,S01005579
665,S01005580
674,S01005581
849,S01005582
657,S01005583
571,S01005584
892,S01005585
765,S01005586
"1,070",S01005587
638,S01005588
"1,353",S01005589
752,S01005590
934,S01005591
443,S01005592
776,S01005593
"1,000",S01005594
876,S01005595
484,S01005596
"1,103",S01005597
"1,029",S01005598
595,S01005599
882,S01005600
679,S01005601
604,S01005602
863,S01005603
391,S01005604
882,S01005605
633,S01005606
559,S01005607
972,S01005608
948,S01005609
538,S01005610
714,S01005611
794,S01005612
810,S01005613
793,S01005614
930,S01005615
652,S01005616
747,S01005617
608,S01005618
550,S01005619
473,S01005620
644,S01005621
864,S01005622
732,S01005623
859,S01005624
870,S01005625
811,S01005626
615,S01005627
"1,189",S01005628
752,S01005629
507,S01005630
720,S01005631
502,S01005632
771,S01005633
744,S01005634
792,S01005635
803,S01005636
"1,245",S01005637
908,S01005638
700,S01005639
729,S01005640
"1,123",S01005641
817,S01005642
622,S01005643
581,S01005644
840,S01005645
700,S01005646
769,S01005647
896,S01005648
"1,045",S01005649
536,S01005650
732,S01005651
735,S01005652
827,S01005653
755,S01005654
"1,177",S01005655
737,S01005656
577,S01005657
807,S01005658
834,S01005659
540,S01005660
632,S01005661
530,S01005662
655,S01005663
535,S01005664
445,S01005665
"1,352",S01005666
736,S01005667
816,S01005668
590,S01005669
632,S01005670
478,S01005671
761,S01005672
629,S01005673
850,S01005674
882,S01005675
770,S01005676
884,S01005677
925,S01005678
"1,233",S01005679
856,S01005680
"1,027",S01005681
748,S01005682
788,S01005683
"1,163",S01005684
847,S01005685
823,S01005686
802,S01005687
921,S01005688
497,S01005689
839,S01005690
733,S01005691
680,S01005692
"1,730",S01005693
537,S01005694
535,S01005695
598,S01005696
620,S01005697
575,S01005698
846,S01005699
549,S01005700
686,S01005701
637,S01005702
586,S01005703
637,S01005704
946,S01005705
730,S01005706
563,S01005707
710,S01005708
800,S01005709
452,S01005710
933,S01005711
506,S01005712
584,S01005713
"1,289",S01005714
741,S01005715
524,S01005716
474,S01005717
800,S01005718
514,S01005719
758,S01005720
713,S01005721
530,S01005722
702,S01005723
600,S01005724
680,S01005725
"1,173",S01005726
"1,503",S01005727
857,S01005728
577,S01005729
672,S01005730
718,S01005731
867,S01005732
864,S01005733
695,S01005734
762,S01005735
742,S01005736
710,S01005737
932,S01005738
922,S01005739
734,S01005740
969,S01005741
"1,001",S01005742
"1,190",S01005743
865,S01005744
"1,148",S01005745
801,S01005746
821,S01005747
664,S01005748
724,S01005749
738,S01005750
717,S01005751
668,S01005752
673,S01005753
"1,001",S01005754
741,S01005755
838,S01005756
574,S01005757
775,S01005758
790,S01005759
585,S01005760
711,S01005761
647,S01005762
"2,921",S01005763
558,S01005764
943,S01005765
630,S01005766
612,S01005767
833,S01005768
735,S01005769
581,S01005770
704,S01005771
681,S01005772
879,S01005773
625,S01005774
730,S01005775
673,S01005776
509,S01005777
629,S01005778
774,S01005779
"1,431",S01005780
984,S01005781
809,S01005782
505,S01005783
830,S01005784
730,S01005785
580,S01005786
900,S01005787
549,S01005788
765,S01005789
480,S01005790
437,S01005791
811,S01005792
523,S01005793
978,S01005794
602,S01005795
"1,216",S01005796
"1,085",S01005797
581,S01005798
733,S01005799
634,S01005800
631,S01005801
901,S01005802
779,S01005803
"4,103",S01005804
601,S01005805
796,S01005806
796,S01005807
683,S01005808
651,S01005809
475,S01005810
523,S01005811
611,S01005812
788,S01005813
754,S01005814
"1,176",S01005815
"1,029",S01005816
516,S01005817
736,S01005818
698,S01005819
666,S01005820
482,S01005821
780,S01005822
564,S01005823
671,S01005824
639,S01005825
868,S01005826
656,S01005827
765,S01005828
709,S01005829
821,S01005830
"1,375",S01005831
704,S01005832
642,S01005833
636,S01005834
614,S01005835
615,S01005836
461,S01005837
673,S01005838
793,S01005839
794,S01005840
623,S01005841
525,S01005842
611,S01005843
710,S01005844
493,S01005845
865,S01005846
789,S01005847
542,S01005848
810,S01005849
752,S01005850
665,S01005851
476,S01005852
"1,000",S01005853
775,S01005854
847,S01005855
749,S01005856
706,S01005857
660,S01005858
686,S01005859
826,S01005860
853,S01005861
750,S01005862
"1,550",S01005863
885,S01005864
772,S01005865
830,S01005866
916,S01005867
722,S01005868
697,S01005869
703,S01005870
680,S01005871
746,S01005872
965,S01005873
764,S01005874
808,S01005875
777,S01005876
873,S01005877
544,S01005878
646,S01005879
740,S01005880
793,S01005881
"1,816",S01005882
452,S01005883
799,S01005884
556,S01005885
659,S01005886
486,S01005887
625,S01005888
857,S01005889
642,S01005890
592,S01005891
685,S01005892
703,S01005893
767,S01005894
564,S01005895
886,S01005896
706,S01005897
664,S01005898
712,S01005899
636,S01005900
771,S01005901
818,S01005902
"1,011",S01005903
"1,238",S01005904
750,S01005905
891,S01005906
786,S01005907
917,S01005908
502,S01005909
695,S01005910
"1,442",S01005911
765,S01005912
831,S01005913
931,S01005914
667,S01005915
752,S01005916
872,S01005917
882,S01005918
506,S01005919
818,S01005920
647,S01005921
896,S01005922
697,S01005923
637,S01005924
682,S01005925
"1,010",S01005926
695,S01005927
735,S01005928
759,S01005929
"1,022",S01005930
720,S01005931
611,S01005932
876,S01005933
679,S01005934
576,S01005935
804,S01005936
608,S01005937
759,S01005938
677,S01005939
809,S01005940
438,S01005941
877,S01005942
816,S01005943
920,S01005944
788,S01005945
871,S01005946
697,S01005947
811,S01005948
619,S01005949
537,S01005950
"1,203",S01005951
"1,161",S01005952
"1,294",S01005953
551,S01005954
672,S01005955
733,S01005956
"1,018",S01005957
550,S01005958
510,S01005959
453,S01005960
"1,168",S01005961
468,S01005962
583,S01005963
727,S01005964
937,S01005965
"1,406",S01005966
975,S01005967
"1,264",S01005968
670,S01005969
741,S01005970
414,S01005971
765,S01005972
847,S01005973
753,S01005974
660,S01005975
765,S01005976
702,S01005977
686,S01005978
811,S01005979
560,S01005980
950,S01005981
765,S01005982
775,S01005983
896,S01005984
762,S01005985
"1,152",S01005986
522,S01005987
560,S01005988
643,S01005989
"1,481",S01005990
707,S01005991
517,S01005992
649,S01005993
888,S01005994
622,S01005995
881,S01005996
550,S01005997
663,S01005998
"1,487",S01005999
814,S01006000
756,S01006001
491,S01006002
607,S01006003
"1,403",S01006004
508,S01006005
774,S01006006
464,S01006007
757,S01006008
459,S01006009
962,S01006010
739,S01006011
765,S01006012
536,S01006013
655,S01006014
708,S01006015
"1,035",S01006016
"1,313",S01006017
890,S01006018
"1,348",S01006019
838,S01006020
"1,084",S01006021
545,S01006022
687,S01006023
760,S01006024
853,S01006025
720,S01006026
700,S01006027
620,S01006028
743,S01006029
875,S01006030
"1,465",S01006031
925,S01006032
"1,465",S01006033
"1,755",S01006034
909,S01006035
"2,773",S01006036
799,S01006037
816,S01006038
816,S01006039
818,S01006040
920,S01006041
795,S01006042
550,S01006043
"1,090",S01006044
650,S01006045
727,S01006046
744,S01006047
715,S01006048
750,S01006049
766,S01006050
776,S01006051
775,S01006052
746,S01006053
657,S01006054
618,S01006055
837,S01006056
526,S01006057
700,S01006058
838,S01006059
684,S01006060
571,S01006061
628,S01006062
551,S01006063
709,S01006064
755,S01006065
"1,089",S01006066
973,S01006067
577,S01006068
790,S01006069
655,S01006070
867,S01006071
661,S01006072
504,S01006073
713,S01006074
"1,013",S01006075
961,S01006076
"1,318",S01006077
"1,443",S01006078
717,S01006079
"1,043",S01006080
667,S01006081
856,S01006082
"1,086",S01006083
818,S01006084
723,S01006085
951,S01006086
737,S01006087
770,S01006088
723,S01006089
822,S01006090
867,S01006091
558,S01006092
801,S01006093
815,S01006094
898,S01006095
579,S01006096
914,S01006097
706,S01006098
543,S01006099
437,S01006100
582,S01006101
836,S01006102
619,S01006103
741,S01006104
"1,014",S01006105
845,S01006106
719,S01006107
854,S01006108
787,S01006109
760,S01006110
980,S01006111
679,S01006112
943,S01006113
692,S01006114
818,S01006115
868,S01006116
863,S01006117
653,S01006118
"1,111",S01006119
990,S01006120
636,S01006121
"1,177",S01006122
740,S01006123
612,S01006124
972,S01006125
806,S01006126
701,S01006127
833,S01006128
720,S01006129
456,S01006130
946,S01006131
744,S01006132
619,S01006133
479,S01006134
517,S01006135
"1,208",S01006136
854,S01006137
855,S01006138
485,S01006139
845,S01006140
"1,917",S01006141
551,S01006142
739,S01006143
978,S01006144
"1,086",S01006145
866,S01006146
869,S01006147
797,S01006148
"1,067",S01006149
934,S01006150
"2,209",S01006151
685,S01006152
612,S01006153
861,S01006154
775,S01006155
589,S01006156
765,S01006157
889,S01006158
804,S01006159
784,S01006160
783,S01006161
623,S01006162
763,S01006163
667,S01006164
890,S01006165
"1,045",S01006166
"1,786",S01006167
"1,043",S01006168
927,S01006169
900,S01006170
852,S01006171
474,S01006172
630,S01006173
606,S01006174
744,S01006175
685,S01006176
518,S01006177
811,S01006178
742,S01006179
759,S01006180
860,S01006181
614,S01006182
770,S01006183
732,S01006184
903,S01006185
"1,102",S01006186
764,S01006187
637,S01006188
666,S01006189
848,S01006190
577,S01006191
582,S01006192
935,S01006193
848,S01006194
883,S01006195
819,S01006196
805,S01006197
586,S01006198
704,S01006199
886,S01006200
954,S01006201
602,S01006202
581,S01006203
887,S01006204
670,S01006205
740,S01006206
852,S01006207
690,S01006208
687,S01006209
762,S01006210
501,S01006211
787,S01006212
"1,013",S01006213
852,S01006214
773,S01006215
652,S01006216
944,S01006217
559,S01006218
890,S01006219
840,S01006220
803,S01006221
"1,051",S01006222
678,S01006223
623,S01006224
896,S01006225
671,S01006226
840,S01006227
706,S01006228
911,S01006229
958,S01006230
867,S01006231
"1,187",S01006232
730,S01006233
724,S01006234
707,S01006235
573,S01006236
944,S01006237
971,S01006238
407,S01006239
712,S01006240
"1,017",S01006241
697,S01006242
624,S01006243
776,S01006244
548,S01006245
684,S01006246
767,S01006247
812,S01006248
682,S01006249
675,S01006250
551,S01006251
632,S01006252
568,S01006253
773,S01006254
965,S01006255
538,S01006256
972,S01006257
691,S01006258
663,S01006259
535,S01006260
785,S01006261
845,S01006262
"1,052",S01006263
886,S01006264
710,S01006265
881,S01006266
565,S01006267
663,S01006268
591,S01006269
914,S01006270
673,S01006271
838,S01006272
505,S01006273
534,S01006274
771,S01006275
739,S01006276
664,S01006277
"1,040",S01006278
"1,291",S01006279
737,S01006280
675,S01006281
642,S01006282
662,S01006283
750,S01006284
836,S01006285
"1,064",S01006286
525,S01006287
866,S01006288
811,S01006289
829,S01006290
541,S01006291
781,S01006292
811,S01006293
617,S01006294
882,S01006295
976,S01006296
678,S01006297
985,S01006298
782,S01006299
776,S01006300
605,S01006301
932,S01006302
636,S01006303
840,S01006304
686,S01006305
730,S01006306
962,S01006307
622,S01006308
"1,033",S01006309
770,S01006310
725,S01006311
"1,235",S01006312
"1,452",S01006313
633,S01006314
826,S01006315
791,S01006316
932,S01006317
739,S01006318
958,S01006319
977,S01006320
813,S01006321
823,S01006322
"1,047",S01006323
696,S01006324
658,S01006325
929,S01006326
545,S01006327
603,S01006328
"1,147",S01006329
700,S01006330
663,S01006331
593,S01006332
836,S01006333
793,S01006334
763,S01006335
"1,285",S01006336
"1,360",S01006337
761,S01006338
979,S01006339
702,S01006340
720,S01006341
681,S01006342
"1,320",S01006343
683,S01006344
695,S01006345
600,S01006346
564,S01006347
572,S01006348
480,S01006349
650,S01006350
"1,308",S01006351
688,S01006352
586,S01006353
924,S01006354
725,S01006355
678,S01006356
737,S01006357
650,S01006358
"1,083",S01006359
647,S01006360
"1,148",S01006361
775,S01006362
642,S01006363
"5,139",S01006364
889,S01006365
668,S01006366
724,S01006367
776,S01006368
"1,815",S01006369
"1,073",S01006370
557,S01006371
685,S01006372
809,S01006373
734,S01006374
651,S01006375
"1,052",S01006376
597,S01006377
502,S01006378
691,S01006379
672,S01006380
509,S01006381
703,S01006382
621,S01006383
676,S01006384
969,S01006385
948,S01006386
855,S01006387
"1,037",S01006388
680,S01006389
684,S01006390
"1,173",S01006391
929,S01006392
"1,474",S01006393
711,S01006394
"1,113",S01006395
621,S01006396
897,S01006397
854,S01006398
729,S01006399
"1,360",S01006400
"1,173",S01006401
719,S01006402
742,S01006403
876,S01006404
"1,031",S01006405
449,S01006406
617,S01006407
"1,070",S01006408
"1,423",S01006409
701,S01006410
"1,216",S01006411
677,S01006412
475,S01006413
467,S01006414
853,S01006415
846,S01006416
768,S01006417
673,S01006418
510,S01006419
809,S01006420
763,S01006421
653,S01006422
657,S01006423
616,S01006424
"1,417",S01006425
"1,331",S01006426
766,S01006427
816,S01006428
713,S01006429
682,S01006430
495,S01006431
699,S01006432
627,S01006433
757,S01006434
468,S01006435
830,S01006436
893,S01006437
638,S01006438
858,S01006439
764,S01006440
648,S01006441
776,S01006442
437,S01006443
630,S01006444
747,S01006445
820,S01006446
570,S01006447
830,S01006448
455,S01006449
667,S01006450
"1,089",S01006451
560,S01006452
962,S01006453
557,S01006454
553,S01006455
"2,078",S01006456
"1,039",S01006457
960,S01006458
813,S01006459
475,S01006460
"1,841",S01006461
729,S01006462
707,S01006463
626,S01006464
"1,522",S01006465
690,S01006466
778,S01006467
"1,239",S01006468
588,S01006469
891,S01006470
884,S01006471
602,S01006472
806,S01006473
788,S01006474
847,S01006475
858,S01006476
781,S01006477
"1,127",S01006478
751,S01006479
859,S01006480
924,S01006481
708,S01006482
877,S01006483
751,S01006484
652,S01006485
788,S01006486
686,S01006487
714,S01006488
880,S01006489
714,S01006490
707,S01006491
640,S01006492
571,S01006493
659,S01006494
786,S01006495
945,S01006496
565,S01006497
"1,233",S01006498
872,S01006499
682,S01006500
843,S01006501
600,S01006502
612,S01006503
769,S01006504
852,S01006505
